date,song,artist,region,rank,views,likes,genre
2024-01-21,standing next to you,jung kook,Global,85,3493539866,159766136,Pop
2024-01-21,02.02.99,that mexican ot,Global,56,1755312793,76279473,Rock
2024-01-21,oklahoma smokeshow,zach bryan,Global,148,2048903261,92657472,Pop
2024-01-21,y lloro,junior h,Global,187,985696073,37992034,Pop
2024-01-21,perro negro,bad bunny & feid,Global,64,4124941199,176797347,Hip-Hop
2024-01-21,segun quien,maluma & carin leon,Global,97,912160437,45355833,Rock
2024-01-21,made for me,muni long,Global,89,52516728,2583952,Rock
2024-01-21,rich men north of richmond,oliver anthony music,Global,73,4671775573,204095634,Hip-Hop
2024-01-21,northern attitude,noah kahan with hozier,Global,59,3839929058,153293914,Pop
2024-01-21,mamaw's house,thomas rhett featuring morgan wallen,Global,66,80862147320,3602783373,EDM
2024-01-21,my eyes,travis scott,Global,121,4041369275,140982657,Hip-Hop
2024-01-21,virginia beach,drake,Global,57,1125602852,49345397,Pop
2024-01-21,coal,dylan gossett,Global,160,3011723051,140053695,Rock
2024-01-21,great gatsby,rod wave,Global,41,9854991990,344303979,Pop
2024-01-14,lovin on me,jack harlow,Global,24,15893247224,490288370,Hip-Hop
2024-01-14,cruel summer,taylor swift,Global,104,1328943541,63184460,Rock
2024-01-14,greedy,tate mcrae,Global,130,966915634,40578145,EDM
2024-01-14,i remember everything,zach bryan featuring kacey musgraves,Global,144,2978936287,95258899,Rock
2024-01-14,paint the town red,doja cat,Global,166,61335687000,2885216675,EDM
2024-01-14,snooze,sza,Global,5,16107933622,1208314232,Pop
2024-01-14,water,tyla,Global,130,1740796010,52561773,EDM
2024-01-14,lose control,teddy swims,Global,1,3472258198,301189857,Pop
2024-01-14,agora hills,doja cat,Global,76,1536815811,49850211,Hip-Hop
2024-01-14,last night,morgan wallen,Global,8,18536925899,1451452541,EDM
2024-01-14,fast car,luke combs,Global,128,2403252274,77629531,Pop
2024-01-14,thinkin' bout me,morgan wallen,Global,126,3948660572,170554023,Hip-Hop
2024-01-14,is it over now? (taylor's version) [from the vault],taylor swift,Global,96,899855617,42897794,Hip-Hop
2024-01-14,stick season,noah kahan,Global,107,2693674865,132718277,Rock
2024-01-14,ftcu,nicki minaj,Global,48,11988049438,372595715,Pop
2024-01-14,what was i made for?,billie eilish,Global,104,4233807913,191708128,EDM
2024-01-14,white horse,chris stapleton,Global,34,8134446300,399396860,Hip-Hop
2024-01-14,rich baby daddy,drake featuring sexyy red & sza,Global,23,12487721575,509919254,EDM
2024-01-14,lil boo thang,paul russell,Global,162,2047313876,75187360,Hip-Hop
2024-01-14,flowers,miley cyrus,Global,176,632169560,27322903,Rock
2024-01-14,world on fire,nate smith,Global,38,173007708836,7765767297,EDM
2024-01-14,la diabla,xavi,Global,36,17121732298,603034259,Pop
2024-01-14,need a favor,jelly roll,Global,112,1956805244,78264734,Pop
2024-01-14,fukumean,gunna,Global,106,2399003685,93396926,Pop
2024-01-14,everybody,nicki minaj featuring lil uzi vert,Global,23,967003367,35203008,Hip-Hop
2024-01-14,first person shooter,drake featuring j. cole,Global,141,4419798772,149716537,Hip-Hop
2024-01-14,vampire,olivia rodrigo,Global,191,4796146728,223951636,Rock
2024-01-14,save me,jelly roll with lainey wilson,Global,131,3182698929,126388287,Hip-Hop
2024-01-14,houdini,dua lipa,Global,126,47203942760,2199269356,Rock
2024-01-14,pretty little poison,warren zeiders,Global,157,341617847,11164901,Rock
2024-01-14,used to be young,miley cyrus,Global,6,6930708282,659994095,Pop
2024-01-14,dance the night,dua lipa,Global,182,96168234140,2936872068,Rock
2024-01-14,kill bill,sza,Global,161,1133953002,35591274,Pop
2024-01-14,good good,"usher, summer walker & 21 savage",Global,133,1799197063,54224809,EDM
2024-01-14,my love mine all mine,mitski,Global,163,2754494940,83556964,Hip-Hop
2024-01-14,exes,tate mcrae,Global,12,10430330642,400019015,EDM
2024-01-14,i know ?,travis scott,Global,2,3937162895,369397579,Pop
2024-01-14,on my mama,victoria monet,Global,181,2651982267,80980881,EDM
2024-01-14,truck bed,hardy,Global,6,523389938973,39830808070,Pop
2024-01-14,surround sound,jid featuring 21 savage & baby tate,Global,133,3873932360,168263453,EDM
2024-01-14,wild ones,jessie murph & jelly roll,Global,113,2912811398,123952911,Rock
2024-01-14,never lose me,flo milli,Global,87,3820856679,136075169,Rock
2024-01-14,the painter,cody johnson,Global,49,1973905349,63579128,Hip-Hop
2024-01-14,strangers,kenya grace,Global,91,3670007097,178920111,EDM
2024-01-14,save me the trouble,dan + shay,Global,123,2672482311,87096657,EDM
2024-01-14,feather,sabrina carpenter,Global,81,1800081236,61240364,Pop
2024-01-14,you broke my heart,drake,Global,20,5788109425,206479668,Hip-Hop
2024-01-14,where the wild things are,luke combs,Global,36,3969470360,177824217,Pop
2024-01-14,monaco,bad bunny,Global,35,3907863717,176349254,EDM
2024-01-14,get him back!,olivia rodrigo,Global,189,65878247900,3049679815,Rock
2024-01-14,idgaf,drake featuring yeat,Global,98,544186556,25457769,Rock
2024-01-14,burn it down,parker mccollum,Global,190,2964749254,98100553,Rock
2024-01-14,harley quinn,fuerza regida & marshmello,Global,79,748758338,32438846,Hip-Hop
2024-01-14,bellakeo,peso pluma & anitta,Global,47,9934601275,475146338,Hip-Hop
2024-01-14,la victima,xavi,Global,27,1508043545,46673516,Hip-Hop
2024-01-14,500lbs,lil tecca,Global,144,832049771,37440709,Pop
2024-01-14,hey driver,zach bryan featuring the war and treaty,Global,10,19548218619,1426695739,Pop
2024-01-14,murder on the dancefloor,sophie ellis-bextor,Global,186,2970250181,99203828,EDM
2024-01-14,i can feel it,kane brown,Global,88,3416627706,119248584,Rock
2024-01-14,different 'round here,riley green featuring luke combs,Global,15,11924182680,538472951,Pop
2024-01-14,one of the girls,"the weeknd, jennie & lily-rose depp",Global,76,2904093379,142733660,Hip-Hop
2024-01-14,man made a bar,morgan wallen featuring eric church,Global,15,278903803146,12186746452,Pop
2024-01-14,can't catch me now,olivia rodrigo,Global,10,11275444706,1102786460,EDM
2024-01-14,23,chayce beckham,Global,11,1303814631,49613984,Rock
2024-01-14,mmhmm,bigxthaplug,Global,105,4238824357,164934167,EDM
2024-01-14,soak city,310babii,Global,20,3587966464,117479602,Pop
2024-01-14,we don't fight anymore,carly pearce featuring chris stapleton,Global,117,2374329783,99305268,EDM
2024-01-14,segun quien,maluma & carin leon,Global,66,2471860406,117870776,Pop
2024-01-14,que onda,calle 24 x chino pacas x fuerza regida,Global,174,36336104980,1347452290,Pop
2024-01-14,el amor de su vida,grupo frontera & grupo firme,Global,176,2687294576,95605999,EDM
2024-01-14,wondering why,the red clay strays,Global,9,42685184018,3906756639,Pop
2024-01-14,oklahoma smokeshow,zach bryan,Global,70,2177031261,97121101,Pop
2024-01-14,mind on you,george birge,Global,133,3065897730,103092488,Pop
2024-01-14,fe!n,travis scott featuring playboi carti,Global,153,2180686340,81550066,Pop
2024-01-14,perro negro,bad bunny & feid,Global,83,35544715200,1106669304,EDM
2024-01-14,standing next to you,jung kook,Global,47,899695561,31462037,Hip-Hop
2024-01-14,act ii: date @ 8,4batz featuring drake,Global,155,3478053421,111301121,EDM
2024-01-14,virginia beach,drake,Global,131,2073501504,77079213,Pop
2024-01-14,y lloro,junior h,Global,136,1681248857,71488415,Rock
2024-01-14,northern attitude,noah kahan with hozier,Global,19,3130483122,111974511,EDM
2024-01-14,rich men north of richmond,oliver anthony music,Global,154,2937823157,117153628,Pop
2024-01-14,my eyes,travis scott,Global,141,4429512741,158336448,Pop
2024-01-14,great gatsby,rod wave,Global,1,25408123623,2221036876,Hip-Hop
2024-01-14,you're losing me (from the vault),taylor swift,Global,64,240779242,8032794,Pop
2024-01-14,bad idea right?,olivia rodrigo,Global,40,11985940051,361167487,Hip-Hop
2024-01-14,slime you out,drake featuring sza,Global,96,4637764925,200316113,Pop
2024-01-14,now that we don't talk (taylor's version) [from the vault],taylor swift,Global,174,125584857,4974644,Rock
2024-01-14,mamaw's house,thomas rhett featuring morgan wallen,Global,122,2428185912,77303046,Hip-Hop
2024-01-14,coal,dylan gossett,Global,166,2906915066,90929302,Pop
2024-01-14,tourniquet,zach bryan,Global,174,4004106853,131024025,Rock
2024-01-14,lace it,"juice wrld, eminem & benny blanco",Global,16,22634228114,898485143,Pop
2024-01-14,run for the hills,tate mcrae,Global,10,24069797250,2340139555,Hip-Hop
2024-01-14,mi ex tenia razon,karol g,Global,12,9097975715,336821883,Rock
2024-01-14,rompe la dompe,"peso pluma, junior h & oscar maydon",Global,131,748957443,33903260,Pop
2024-01-14,can't have mine,dylan scott,Global,64,12362477420,432963397,EDM
2024-01-14,better place,*nsync,Global,187,4866754257,240901617,Rock
2024-01-14,sabor fresa,fuerza regida,Global,81,191822413,6914840,Rock
2024-01-14,when it comes to you,fridayy,Global,191,1279277816,62401603,Pop
2024-01-14,where it ends,bailey zimmerman,Global,99,400808326,19833607,Pop
2024-01-14,idgaf,"tee grizzley, mariah the scientist & chris brown",Global,148,22919314,940241,Hip-Hop
2024-01-07,lovin on me,jack harlow,Global,125,3988152727,172514743,Rock
2024-01-07,cruel summer,taylor swift,Global,166,4207960587,137396024,Pop
2024-01-07,greedy,tate mcrae,Global,19,10606056544,490626296,Pop
2024-01-07,paint the town red,doja cat,Global,116,1595026616,65427496,Pop
2024-01-07,i remember everything,zach bryan featuring kacey musgraves,Global,78,4963296659,189405334,EDM
2024-01-07,snooze,sza,Global,172,4178084936,159956555,Rock
2024-01-07,water,tyla,Global,17,7787728454,346101349,Hip-Hop
2024-01-07,last night,morgan wallen,Global,117,4758767963,225598177,EDM
2024-01-07,fast car,luke combs,Global,142,791620182,27686780,Rock
2024-01-07,agora hills,doja cat,Global,58,1139230267,48902575,Rock
2024-01-07,thinkin' bout me,morgan wallen,Global,77,4959629487,168071968,Hip-Hop
2024-01-07,lose control,teddy swims,Global,47,127840825174,5488585624,Pop
2024-01-07,is it over now? (taylor's version) [from the vault],taylor swift,Global,74,881292886,41778743,Pop
2024-01-07,lil boo thang,paul russell,Global,127,1370899950,67680497,EDM
2024-01-07,flowers,miley cyrus,Global,101,904754393,37480188,Pop
2024-01-07,rich baby daddy,drake featuring sexyy red & sza,Global,148,225703815,6921496,Rock
2024-01-07,ftcu,nicki minaj,Global,88,2562492090,102704366,Rock
2024-01-07,white horse,chris stapleton,Global,144,69478072180,3223274735,EDM
2024-01-07,stick season,noah kahan,Global,29,13671294028,617017765,Hip-Hop
2024-01-07,what was i made for?,billie eilish,Global,130,3259401969,140601592,Hip-Hop
2024-01-07,vampire,olivia rodrigo,Global,22,4374411790,217026279,Pop
2024-01-07,need a favor,jelly roll,Global,29,29307062812,1057340592,Hip-Hop
2024-01-07,dance the night,dua lipa,Global,29,3516447620,110339203,Hip-Hop
2024-01-07,fukumean,gunna,Global,195,497728951,16440165,Hip-Hop
2024-01-07,world on fire,nate smith,Global,11,3804072214,180958470,Pop
2024-01-07,houdini,dua lipa,Global,68,3906182454,164075413,Hip-Hop
2024-01-07,everybody,nicki minaj featuring lil uzi vert,Global,103,2386611911,73943593,Hip-Hop
2024-01-07,save me,jelly roll with lainey wilson,Global,151,4885500429,167713622,Rock
2024-01-07,first person shooter,drake featuring j. cole,Global,80,1783098606,64309566,Hip-Hop
2024-01-07,used to be young,miley cyrus,Global,60,3534241354,147183099,Pop
2024-01-07,kill bill,sza,Global,9,5937839338,542843342,Pop
2024-01-07,good good,"usher, summer walker & 21 savage",Global,120,4091045302,141957561,Hip-Hop
2024-01-07,pretty little poison,warren zeiders,Global,133,2152008783,69777370,Pop
2024-01-07,la diabla,xavi,Global,29,1174104837,58219207,Hip-Hop
2024-01-07,on my mama,victoria monet,Global,127,2203202015,98957692,EDM
2024-01-07,truck bed,hardy,Global,64,1525007024,47418659,Hip-Hop
2024-01-07,my love mine all mine,mitski,Global,59,53725362240,2358490297,EDM
2024-01-07,save me the trouble,dan + shay,Global,3,1865612661,144648825,Pop
2024-01-07,exes,tate mcrae,Global,116,1883658231,85267833,Pop
2024-01-07,i know ?,travis scott,Global,179,4377822133,181221926,Hip-Hop
2024-01-07,wild ones,jessie murph & jelly roll,Global,75,3382702967,144856293,Pop
2024-01-07,strangers,kenya grace,Global,117,3404719557,150380803,EDM
2024-01-07,monaco,bad bunny,Global,116,280593183,9086956,Hip-Hop
2024-01-07,surround sound,jid featuring 21 savage & baby tate,Global,198,82303078760,2973704284,Rock
2024-01-07,the painter,cody johnson,Global,93,2256279789,84792598,Hip-Hop
2024-01-07,get him back!,olivia rodrigo,Global,119,493511012,19815099,Pop
2024-01-07,never lose me,flo milli,Global,97,2012380283,93499298,EDM
2024-01-07,dial drunk,noah kahan with post malone,Global,147,2432569635,109105131,Pop
2024-01-07,where the wild things are,luke combs,Global,135,3725940357,138887576,Pop
2024-01-07,you broke my heart,drake,Global,10,5645232046,478704909,Pop
2024-01-07,idgaf,drake featuring yeat,Global,157,4767381505,164833267,Hip-Hop
2024-01-07,harley quinn,fuerza regida & marshmello,Global,41,4367535501,152362194,Hip-Hop
2024-01-07,burn it down,parker mccollum,Global,24,7286685460,361305656,Rock
2024-01-07,bellakeo,peso pluma & anitta,Global,104,1420096269,64332781,Rock
2024-01-07,la victima,xavi,Global,122,3109603352,138999939,Rock
2024-01-07,feather,sabrina carpenter,Global,134,1266444577,55716046,Rock
2024-01-07,500lbs,lil tecca,Global,152,2459406581,73969087,Hip-Hop
2024-01-07,qlona,karol g & peso pluma,Global,35,4133958435,178709857,Rock
2024-01-07,i can feel it,kane brown,Global,3,23264171641,2234279561,EDM
2024-01-07,hey driver,zach bryan featuring the war and treaty,Global,23,4370869693,214091869,Pop
2024-01-07,you're losing me (from the vault),taylor swift,Global,188,1677733218,56133362,EDM
2024-01-07,mind on you,george birge,Global,10,4649846162,363307901,Pop
2024-01-07,can't catch me now,olivia rodrigo,Global,60,2198473009,93985145,Pop
2024-01-07,different 'round here,riley green featuring luke combs,Global,115,2751459583,115446940,Rock
2024-01-07,segun quien,maluma & carin leon,Global,50,12719183156,475851303,EDM
2024-01-07,man made a bar,morgan wallen featuring eric church,Global,186,3542094994,167942527,Rock
2024-01-07,el amor de su vida,grupo frontera & grupo firme,Global,138,3500415757,144028871,Hip-Hop
2024-01-07,soak city,310babii,Global,156,738335497,23280980,Hip-Hop
2024-01-07,one of the girls,"the weeknd, jennie & lily-rose depp",Global,12,13207563481,612070314,Rock
2024-01-07,standing next to you,jung kook,Global,117,3364081309,151398201,Rock
2024-01-07,23,chayce beckham,Global,130,136844581,4718163,EDM
2024-01-07,perro negro,bad bunny & feid,Global,44,408389463,14960274,Pop
2024-01-07,we don't fight anymore,carly pearce featuring chris stapleton,Global,50,9410040458,301689596,Rock
2024-01-07,que onda,calle 24 x chino pacas x fuerza regida,Global,10,23332558964,1757438631,Pop
2024-01-07,oklahoma smokeshow,zach bryan,Global,180,3540280421,174013302,Pop
2024-01-07,wondering why,the red clay strays,Global,160,4260610886,212406471,Rock
2024-01-07,mmhmm,bigxthaplug,Global,62,1146403983,55966029,EDM
2024-01-07,great gatsby,rod wave,Global,29,1150928755,48826275,Hip-Hop
2024-01-07,fe!n,travis scott featuring playboi carti,Global,143,257786524,7932645,Pop
2024-01-07,bad idea right?,olivia rodrigo,Global,120,4036741390,184137156,Rock
2024-01-07,rompe la dompe,"peso pluma, junior h & oscar maydon",Global,197,4729726711,167668525,EDM
2024-01-07,can't have mine,dylan scott,Global,175,7066204660,292741972,Pop
2024-01-07,needle,nicki minaj featuring drake,Global,26,5919587868,284226964,Hip-Hop
2024-01-07,virginia beach,drake,Global,128,4201875226,203082440,Rock
2024-01-07,rich men north of richmond,oliver anthony music,Global,142,2726573310,119577455,EDM
2024-01-07,northern attitude,noah kahan with hozier,Global,179,30055459480,1058584374,Rock
2024-01-07,now that we don't talk (taylor's version) [from the vault],taylor swift,Global,144,2905377877,128007747,Rock
2024-01-07,lace it,"juice wrld, eminem & benny blanco",Global,60,3481120642,156910810,Rock
2024-01-07,mi ex tenia razon,karol g,Global,171,4591032433,186910482,Rock
2024-01-07,run for the hills,tate mcrae,Global,4,20314917604,1757090146,Pop
2024-01-07,slime you out,drake featuring sza,Global,4,37451431275,2684971954,EDM
2024-01-07,better place,*nsync,Global,60,19782458400,708353894,Pop
2024-01-07,"burn, burn, burn",zach bryan,Global,181,24072592180,1177778360,Rock
2024-01-07,my eyes,travis scott,Global,32,11445561361,527009360,Pop
2024-01-07,turks & caicos,rod wave featuring 21 savage,Global,62,3341742580,100527293,Hip-Hop
2024-01-07,tourniquet,zach bryan,Global,52,1041225822,48573568,Pop
2024-01-07,y lloro,junior h,Global,146,1809498508,86390121,Hip-Hop
2024-01-07,murder on the dancefloor,sophie ellis-bextor,Global,48,18335509643,659921869,Hip-Hop
2024-01-07,amargura,karol g,Global,56,2245514661,71217453,Pop
2024-01-07,wildflowers and wild horses,lainey wilson,Global,64,4653361915,165435541,Hip-Hop
2023-12-31,rockin' around the christmas tree,brenda lee,Global,78,442706379,20699750,Hip-Hop
2023-12-31,all i want for christmas is you,mariah carey,Global,22,8748121418,388593325,Hip-Hop
2023-12-31,jingle bell rock,bobby helms,Global,162,2214623301,74101226,Pop
2023-12-31,last christmas,wham!,Global,68,2956656966,104887464,Hip-Hop
2023-12-31,a holly jolly christmas,burl ives,Global,15,16832960247,827586786,Rock
2023-12-31,it's the most wonderful time of the year,andy williams,Global,63,3284090463,144901347,Pop
2023-12-31,let it snow! let it snow! let it snow!,dean martin,Global,199,228850888,7190478,Pop
2023-12-31,feliz navidad,jose feliciano,Global,29,5846248528,241332681,Pop
2023-12-31,lovin on me,jack harlow,Global,109,82080361180,4009269431,EDM
2023-12-31,sleigh ride,the ronettes,Global,103,3678900880,150693301,Hip-Hop
2023-12-31,santa tell me,ariana grande,Global,193,2957111791,128580716,Hip-Hop
2023-12-31,the christmas song (merry christmas to you),"nat ""king"" cole",Global,6,29773645505,2890491705,Pop
2023-12-31,underneath the tree,kelly clarkson,Global,30,7181102263,234626428,Hip-Hop
2023-12-31,white christmas (1947),bing crosby with ken darby singers & john scott trotter & his orchestra,Global,116,3645986344,123839279,Rock
2023-12-31,christmas (baby please come home),darlene love,Global,43,2764778900,95786742,Pop
2023-12-31,jingle bells,frank sinatra with the orchestra & chorus of gordon jenkins,Global,175,3459247494,119499590,Hip-Hop
2023-12-31,deck the halls,nat king cole,Global,185,2795815629,104621119,EDM
2023-12-31,blue christmas,elvis presley,Global,74,1770429762,64755898,Pop
2023-12-31,cruel summer,taylor swift,Global,165,1299434216,44802921,Rock
2023-12-31,santa baby,eartha kitt with henri rene and his orchestra,Global,142,3755415516,186906425,Pop
2023-12-31,here comes santa claus (right down santa claus lane),gene autry,Global,83,80867546,2945065,Pop
2023-12-31,run rudolph run,chuck berry,Global,188,1643362702,52998983,Hip-Hop
2023-12-31,it's beginning to look a lot like christmas,michael buble,Global,84,4364935442,157652018,Rock
2023-12-31,greedy,tate mcrae,Global,75,3983833337,189335951,Rock
2023-12-31,little saint nick,the beach boys,Global,117,4940101834,153844816,Pop
2023-12-31,wonderful christmastime,paul mccartney,Global,61,2651147359,100309268,Rock
2023-12-31,it's beginning to look a lot like christmas,perry como and the fontane sisters with mitchell ayres and his orchestra,Global,83,1872917323,62287717,Pop
2023-12-31,please come home for christmas,eagles,Global,122,4518881864,173107145,EDM
2023-12-31,paint the town red,doja cat,Global,194,272262151,11422057,Pop
2023-12-31,santa claus is comin' to town,jackson 5,Global,43,21735836344,964282629,Pop
2023-12-31,i remember everything,zach bryan featuring kacey musgraves,Global,192,20274006320,672888559,Hip-Hop
2023-12-31,water,tyla,Global,173,2488178193,77076469,Hip-Hop
2023-12-31,"you're a mean one, mr. grinch",thurl ravenscroft,Global,90,3015635294,143998920,EDM
2023-12-31,this christmas,donny hathaway,Global,69,3125241779,100973654,Rock
2023-12-31,agora hills,doja cat,Global,199,2948025567,94711232,Hip-Hop
2023-12-31,last night,morgan wallen,Global,32,1302727941,53643255,Hip-Hop
2023-12-31,mistletoe,justin bieber,Global,5,13661577251,1200102487,Hip-Hop
2023-12-31,happy holiday / the holiday season,andy williams,Global,14,9400526453,339772511,Pop
2023-12-31,christmastime is here,vince guaraldi trio,Global,90,716785524,22711588,Hip-Hop
2023-12-31,like it's christmas,jonas brothers,Global,75,2463669610,117725635,EDM
2023-12-31,have yourself a merry little christmas,michael buble,Global,76,639080379,29500554,Rock
2023-12-31,happy xmas (war is over),john & yoko/the plastic ono band with the harlem community choir,Global,127,4118633004,196114521,Pop
2023-12-31,i saw mommy kissing santa claus,jackson 5,Global,120,2478876299,108915893,Rock
2023-12-31,thinkin' bout me,morgan wallen,Global,147,1645393778,69090476,EDM
2023-12-31,rudolph the red-nosed reindeer,gene autry & the pinafores,Global,14,352134514,15723369,Pop
2023-12-31,merry christmas,ed sheeran & elton john,Global,112,2936295011,97667481,Pop
2023-12-31,fast car,luke combs,Global,48,30141710421,1198749103,EDM
2023-12-31,lose control,teddy swims,Global,100,1054741403,48554406,Pop
2023-12-31,is it over now? (taylor's version) [from the vault],taylor swift,Global,26,23258125638,904302603,EDM
2023-12-31,(there's no place like) home for the holidays (1954),perry como with mitchell ayers and his orchestra,Global,142,1175697907,39745087,EDM
2023-12-31,lil boo thang,paul russell,Global,149,3967290998,144489715,Pop
2023-12-31,rich baby daddy,drake featuring sexyy red & sza,Global,63,1508833445,52336163,Pop
2023-12-31,ftcu,nicki minaj,Global,189,4262997689,174978733,Pop
2023-12-31,stick season,noah kahan,Global,118,3438233247,144842222,Pop
2023-12-31,everybody,nicki minaj featuring lil uzi vert,Global,49,14895903844,684080086,Pop
2023-12-31,white horse,chris stapleton,Global,72,513677932,17714395,Rock
2023-12-31,first person shooter,drake featuring j. cole,Global,21,2684461679,103736540,Pop
2023-12-31,used to be young,miley cyrus,Global,173,4985680511,178971340,Hip-Hop
2023-12-31,houdini,dua lipa,Global,49,9121921614,301376571,Pop
2023-12-31,good good,"usher, summer walker & 21 savage",Global,146,1848999197,59298964,Pop
2023-12-31,world on fire,nate smith,Global,54,3174461738,106187697,Rock
2023-12-31,la diabla,xavi,Global,12,3826372184,146010049,Hip-Hop
2023-12-31,pretty little poison,warren zeiders,Global,183,1576692771,78498952,Hip-Hop
2023-12-31,on my mama,victoria monet,Global,80,259593153,11584946,Rock
2023-12-31,my love mine all mine,mitski,Global,182,925401911,35143880,Pop
2023-12-31,exes,tate mcrae,Global,6,214993230,17313307,Pop
2023-12-31,surround sound,jid featuring 21 savage & baby tate,Global,57,3380882064,108702862,EDM
2023-12-31,monaco,bad bunny,Global,2,22808243660,1649281790,Hip-Hop
2023-12-31,strangers,kenya grace,Global,41,4409576990,138398665,EDM
2023-12-31,you broke my heart,drake,Global,169,4059547291,193962009,Pop
2023-12-31,get him back!,olivia rodrigo,Global,110,4864089396,152501836,Rock
2023-12-31,idgaf,drake featuring yeat,Global,178,3199584833,125564006,Rock
2023-12-31,harley quinn,fuerza regida & marshmello,Global,100,4071979032,173704902,Rock
2023-12-31,wild ones,jessie murph & jelly roll,Global,82,1929281429,71086323,EDM
2023-12-31,bellakeo,peso pluma & anitta,Global,124,1394082833,64913677,Pop
2023-12-31,truck bed,hardy,Global,182,4138942313,176870058,Rock
2023-12-31,save me the trouble,dan + shay,Global,193,2133810828,96644738,EDM
2023-12-31,jingle bells,meghan trainor,Global,72,4494012432,158460476,Pop
2023-12-31,la victima,xavi,Global,58,3339996708,137871648,Hip-Hop
2023-12-31,where the wild things are,luke combs,Global,168,4233651084,127371372,Pop
2023-12-31,qlona,karol g & peso pluma,Global,141,4038345528,128227125,Hip-Hop
2023-12-31,you're losing me (from the vault),taylor swift,Global,33,2639209271,127688207,Pop
2023-12-31,500lbs,lil tecca,Global,51,2492502470,110227522,Rock
2023-12-31,the painter,cody johnson,Global,93,624579187,22465362,Pop
2023-12-31,never lose me,flo milli,Global,39,5457305627,193393348,Rock
2023-12-31,burn it down,parker mccollum,Global,93,4953389788,151087556,Rock
2023-12-31,winter wonderland,chloe,Global,82,1535547205,75067282,Rock
2023-12-31,segun quien,maluma & carin leon,Global,113,951060173,43103761,Hip-Hop
2023-12-31,needle,nicki minaj featuring drake,Global,5,5229889584,498752306,Hip-Hop
2023-12-31,dj play a christmas song,cher,Global,94,2291699811,80728000,EDM
2023-12-31,mind on you,george birge,Global,83,2480061649,120124815,Rock
2023-12-31,lace it,"juice wrld, eminem & benny blanco",Global,7,13141817127,1138866733,Pop
2023-12-31,hey driver,zach bryan featuring the war and treaty,Global,114,4127365072,199600045,Rock
2023-12-31,feather,sabrina carpenter,Global,1,6856099107,503935256,Pop
2023-12-31,can't catch me now,olivia rodrigo,Global,21,7138653044,348031023,Rock
2023-12-31,el amor de su vida,grupo frontera & grupo firme,Global,88,319495522,15069486,Rock
2023-12-31,standing next to you,jung kook,Global,48,6364127698,293729424,Pop
2023-12-31,man made a bar,morgan wallen featuring eric church,Global,140,1142592327,48722087,Rock
2023-12-31,que onda,calle 24 x chino pacas x fuerza regida,Global,69,2399734371,78503378,Rock
2023-12-31,great gatsby,rod wave,Global,114,3792738040,131156798,Hip-Hop
2023-12-24,all i want for christmas is you,mariah carey,Global,35,13134466571,489098619,Hip-Hop
2023-12-24,rockin' around the christmas tree,brenda lee,Global,128,1649730222,65747392,Rock
2023-12-24,jingle bell rock,bobby helms,Global,176,4092924966,153934241,EDM
2023-12-24,last christmas,wham!,Global,85,2344683525,98893342,Pop
2023-12-24,a holly jolly christmas,burl ives,Global,89,328014665,14201449,Pop
2023-12-24,lovin on me,jack harlow,Global,156,1550239620,76558818,EDM
2023-12-24,it's the most wonderful time of the year,andy williams,Global,180,4513569357,156842648,Pop
2023-12-24,let it snow! let it snow! let it snow!,dean martin,Global,143,4240681013,141252239,Pop
2023-12-24,feliz navidad,jose feliciano,Global,99,2205998516,97913615,Pop
2023-12-24,sleigh ride,the ronettes,Global,9,25509589304,1972193775,Pop
2023-12-24,the christmas song (merry christmas to you),"nat ""king"" cole",Global,82,4300059494,159903797,Hip-Hop
2023-12-24,santa tell me,ariana grande,Global,130,1425098580,58778804,Hip-Hop
2023-12-24,underneath the tree,kelly clarkson,Global,92,2709283316,130401948,Pop
2023-12-24,it's beginning to look a lot like christmas,perry como and the fontane sisters with mitchell ayres and his orchestra,Global,34,6017328498,188409604,Pop
2023-12-24,white christmas (1947),bing crosby with ken darby singers & john scott trotter & his orchestra,Global,143,3315100837,155361845,EDM
2023-12-24,jingle bells,frank sinatra with the orchestra & chorus of gordon jenkins,Global,90,4016893071,157738714,Rock
2023-12-24,christmas (baby please come home),darlene love,Global,197,466590643,23027715,Pop
2023-12-24,cruel summer,taylor swift,Global,156,1084860116,44709417,Pop
2023-12-24,greedy,tate mcrae,Global,67,1685609008,70009847,Rock
2023-12-24,snooze,sza,Global,18,7073856759,262444876,Pop
2023-12-24,paint the town red,doja cat,Global,71,2980922053,91442893,Hip-Hop
2023-12-24,here comes santa claus (right down santa claus lane),gene autry,Global,34,17050764749,647315680,Hip-Hop
2023-12-24,deck the halls,nat king cole,Global,4,29433852698,2232519268,Pop
2023-12-24,it's beginning to look a lot like christmas,michael buble,Global,84,394838662,18059229,Pop
2023-12-24,blue christmas,elvis presley,Global,125,3177462905,133459583,Hip-Hop
2023-12-24,water,tyla,Global,140,1528203200,61522425,EDM
2023-12-24,run rudolph run,chuck berry,Global,28,4967200218,220848274,EDM
2023-12-24,i remember everything,zach bryan featuring kacey musgraves,Global,158,2529979797,97514300,Rock
2023-12-24,agora hills,doja cat,Global,174,2596942468,109096657,Pop
2023-12-24,santa baby,eartha kitt with henri rene and his orchestra,Global,131,712956360,21458159,Hip-Hop
2023-12-24,little saint nick,the beach boys,Global,118,4621515329,165428942,Rock
